instance,episode_index,lane,step_count,method,return,episode_length,regret,best_value,best_oracle_value,ground_truth,budget_used,remaining_budget,budget_overshoot
168331,173,221,22,random,27.63102149963379,18,0.0,0.6070281863212585,0.6025980114936829,0.6025980114936829,5106.16796875,-106.16780090332031,106.16780090332031
168331,174,20,23,random,3.26839542388916,23,0.03806746006011963,0.516154944896698,0.5000946521759033,0.538162112236023,5195.0029296875,-195.00311279296875,195.00311279296875
168331,175,27,23,random,2.37507700920105,23,0.09300732612609863,0.51332026720047,0.5133308172225952,0.6063381433486938,5242.736328125,-242.736328125,242.736328125
168331,176,37,23,random,3.729997396469116,23,0.02399289608001709,0.510039746761322,0.5091680288314819,0.533160924911499,8608.6376953125,-3608.6376953125,3608.6376953125
168868,177,55,23,random,7.124051094055176,23,0.0008054971694946289,0.9993262887001038,0.9956825971603394,0.996488094329834,5408.365234375,-408.36541748046875,408.36541748046875
168331,178,67,23,random,27.63102149963379,23,0.0,0.6168935298919678,0.6077147126197815,0.6077147126197815,5008.3125,-8.312728881835938,8.312728881835938
168868,179,72,23,random,27.63102149963379,20,0.0,0.9962640404701233,0.9955610632896423,0.9955610632896423,5267.46484375,-267.4647216796875,267.4647216796875
168868,180,118,23,random,27.63102149963379,23,0.0,1.0,0.9952572584152222,0.9952572584152222,5080.25537109375,-80.25518798828125,80.25518798828125
168331,181,162,23,random,27.63102149963379,10,0.0,0.649948000907898,0.6464760303497314,0.6464760303497314,5376.615234375,-376.615478515625,376.615478515625
168868,182,211,23,random,7.4849419593811035,23,0.0005614757537841797,0.9997594952583313,0.9941303133964539,0.994691789150238,5112.72265625,-112.7225570678711,112.7225570678711
168868,183,254,23,random,27.63102149963379,20,0.0,1.0,0.9961879253387451,0.9961879253387451,5041.8447265625,-41.84452819824219,41.84452819824219
168868,184,146,24,random,7.762484550476074,24,0.0004253983497619629,0.9905797839164734,0.9955154657363892,0.9959408640861511,5262.88623046875,-262.8863525390625,262.8863525390625
168868,185,151,24,random,7.129988193511963,20,0.0008007287979125977,1.0,0.9943692684173584,0.995169997215271,5024.6064453125,-24.606475830078125,24.606475830078125
168868,186,223,24,random,27.63102149963379,24,0.0,1.0,0.9968797564506531,0.9968797564506531,5279.724609375,-279.72467041015625,279.72467041015625
168868,187,0,25,random,6.710136413574219,25,0.0012184977531433105,1.0,0.9944489002227783,0.9956673979759216,5454.97412109375,-454.9742126464844,454.9742126464844
168868,188,114,25,random,27.63102149963379,25,0.0,1.0,0.9952876567840576,0.9952876567840576,5012.31591796875,-12.316024780273438,12.316024780273438
168868,189,158,26,random,6.462552070617676,26,0.001560807228088379,0.9957407116889954,0.9947258830070496,0.9962866902351379,5033.34423828125,-33.34406280517578,33.34406280517578
189862,190,185,26,random,4.07112455368042,26,0.017058193683624268,0.8645028471946716,0.8507789373397827,0.867837131023407,5055.37060546875,-55.37060546875,55.37060546875
168868,191,231,26,random,27.63102149963379,26,0.0,1.0,0.995124340057373,0.995124340057373,5449.09375,-449.093505859375,449.093505859375
189862,192,176,27,random,2.582993507385254,27,0.07554751634597778,0.8169231414794922,0.8009297847747803,0.8764773011207581,5087.056640625,-87.05645751953125,87.05645751953125
189862,193,44,28,random,3.459848165512085,28,0.03143453598022461,0.8630272150039673,0.8518766164779663,0.8833111524581909,5135.04931640625,-135.04925537109375,135.04925537109375
168868,194,134,28,random,6.932204723358154,22,0.0009758472442626953,1.0,0.994797945022583,0.9957737922668457,5114.83984375,-114.83978271484375,114.83978271484375
189862,195,76,29,random,27.63102149963379,29,0.0,0.8389424085617065,0.8290947675704956,0.8290947675704956,5063.7041015625,-63.70389938354492,63.70389938354492
189865,196,4,30,random,3.901538133621216,30,0.02021080255508423,0.9369000792503357,0.9383985996246338,0.958609402179718,3410.9404296875,1589.0594482421875,0.0
189865,197,5,30,random,27.63102149963379,30,0.0,0.9382724761962891,0.9444425702095032,0.9444425702095032,3181.842041015625,1818.157958984375,0.0
189865,198,6,30,random,6.350291728973389,30,0.0017462372779846191,0.9473994970321655,0.939064621925354,0.9408108592033386,2545.367919921875,2454.632080078125,0.0
189862,199,7,30,random,3.4538629055023193,30,0.031623244285583496,0.8456416726112366,0.8260672688484192,0.8576905131340027,4475.1806640625,524.8191528320312,0.0
189865,200,10,30,random,4.047973155975342,30,0.01745772361755371,0.9350444078445435,0.928520917892456,0.9459786415100098,4995.4892578125,4.510894775390625,0.0
189862,201,12,30,random,3.514902353286743,30,0.029750704765319824,0.8192580938339233,0.8102411031723022,0.8399918079376221,3672.109375,1327.890625,0.0
189862,202,13,30,random,27.63102149963379,30,0.0,0.8564475178718567,0.8522894382476807,0.8522894382476807,4771.94775390625,228.05206298828125,0.0
189865,203,15,30,random,27.63102149963379,30,0.0,0.9592850804328918,0.9471269249916077,0.9471269249916077,2380.510009765625,2619.489990234375,0.0
189862,204,24,30,random,27.63102149963379,30,0.0,0.8890135288238525,0.8708250522613525,0.8708250522613525,4018.9384765625,981.0615234375,0.0
189862,205,26,30,random,27.63102149963379,30,0.0,0.86463463306427,0.8669304847717285,0.8669304847717285,3606.5458984375,1393.4539794921875,0.0
189865,206,29,30,random,27.63102149963379,30,0.0,0.9627003073692322,0.9483344554901123,0.9483344554901123,3759.352783203125,1240.647216796875,0.0
189865,207,30,30,random,27.63102149963379,30,0.0,0.9580302238464355,0.9445868134498596,0.9445868134498596,2258.0693359375,2741.9306640625,0.0
189865,208,35,30,random,5.351567268371582,30,0.004740715026855469,0.938200056552887,0.9376793503761292,0.9424200654029846,3030.224365234375,1969.775634765625,0.0
189862,209,38,30,random,3.2041618824005127,30,0.04059290885925293,0.819827139377594,0.8194761872291565,0.8600690960884094,3461.953857421875,1538.046142578125,0.0
189865,210,48,30,random,5.993971824645996,30,0.002493739128112793,0.9420338273048401,0.9393620491027832,0.941855788230896,2731.46533203125,2268.53466796875,0.0
189862,211,49,30,random,27.63102149963379,30,0.0,0.8728660345077515,0.8719386458396912,0.8719386458396912,3175.5302734375,1824.4698486328125,0.0
189865,212,51,30,random,5.80055046081543,30,0.0030258893966674805,0.953983724117279,0.9383342266082764,0.9413601160049438,3102.73974609375,1897.2601318359375,0.0
189862,213,53,30,random,3.854355812072754,30,0.021187245845794678,0.8340281248092651,0.8255380392074585,0.8467252850532532,2276.422607421875,2723.577392578125,0.0
189862,214,54,30,random,27.63102149963379,30,0.0,0.8607822060585022,0.8742634057998657,0.8742634057998657,4139.2763671875,860.7234497070312,0.0
189865,215,59,30,random,27.63102149963379,30,0.0,0.9522351026535034,0.9503406286239624,0.9503406286239624,3954.8349609375,1045.1650390625,0.0
189862,216,62,30,random,3.2549920082092285,30,0.038581132888793945,0.8322139978408813,0.827694833278656,0.86627596616745,3155.958740234375,1844.041259765625,0.0
189865,217,64,30,random,4.054409027099609,30,0.017345726490020752,0.9335128664970398,0.9233216047286987,0.9406673312187195,2586.365966796875,2413.634033203125,0.0
189865,218,66,30,random,4.962940216064453,30,0.006992340087890625,0.9414682984352112,0.9360247254371643,0.9430170655250549,3175.727294921875,1824.272705078125,0.0
189862,219,69,30,random,27.63102149963379,30,0.0,0.906836986541748,0.8942928910255432,0.8942928910255432,3074.60302734375,1925.39697265625,0.0
189865,220,79,30,random,5.210062026977539,30,0.005461335182189941,0.9262510538101196,0.9263274669647217,0.9317888021469116,3067.037841796875,1932.962158203125,0.0
189862,221,82,30,random,27.63102149963379,30,0.0,0.843085765838623,0.8535649180412292,0.8535649180412292,3711.1982421875,1288.8018798828125,0.0
189862,222,85,30,random,27.63102149963379,30,0.0,0.877729594707489,0.8666957020759583,0.8666957020759583,2751.065185546875,2248.934814453125,0.0
189865,223,87,30,random,3.9567410945892334,30,0.01912534236907959,0.9534882307052612,0.9311065673828125,0.9502319097518921,2405.005859375,2594.994140625,0.0
189862,224,90,30,random,27.63102149963379,30,0.0,0.880200982093811,0.8873775005340576,0.8873775005340576,4557.6484375,442.35137939453125,0.0
189865,225,91,30,random,5.963094711303711,30,0.0025719404220581055,0.9418419003486633,0.9416833519935608,0.9442552924156189,4062.150390625,937.849609375,0.0
189862,226,93,30,random,27.63102149963379,30,0.0,0.8604759573936462,0.8463475108146667,0.8463475108146667,3774.06640625,1225.93359375,0.0
189865,227,97,30,random,27.63102149963379,30,0.0,0.9795589447021484,0.9743183851242065,0.9743183851242065,3866.5927734375,1133.4073486328125,0.0
189865,228,108,30,random,27.63102149963379,30,0.0,0.9665942788124084,0.9502246975898743,0.9502246975898743,1960.962890625,3039.037109375,0.0
189865,229,124,30,random,3.704569101333618,30,0.024610817432403564,0.9488881826400757,0.9327561259269714,0.957366943359375,3010.53271484375,1989.46728515625,0.0
189865,230,126,30,random,27.63102149963379,30,0.0,0.9850596189498901,0.9662421345710754,0.9662421345710754,3767.114013671875,1232.885986328125,0.0
189865,231,127,30,random,5.964718341827393,30,0.002567768096923828,0.9578852653503418,0.9375327229499817,0.9401004910469055,3083.81494140625,1916.18505859375,0.0
189862,232,131,30,random,7.5033698081970215,30,0.0005512237548828125,0.8590828776359558,0.8497216105461121,0.8502728343009949,3127.976806640625,1872.023193359375,0.0
189862,233,133,30,random,3.2001774311065674,30,0.04075497388839722,0.8353824615478516,0.8182485699653625,0.8590035438537598,5229.462890625,-229.46286010742188,229.46286010742188
189862,234,139,30,random,3.5590977668762207,30,0.02846449613571167,0.8450649976730347,0.8556186556816101,0.8840831518173218,3355.75830078125,1644.2415771484375,0.0
189862,235,143,30,random,27.63102149963379,30,0.0,0.8468188643455505,0.842681348323822,0.842681348323822,3607.56591796875,1392.4339599609375,0.0
189865,236,147,30,random,5.341596603393555,30,0.004788219928741455,0.9387304186820984,0.9406457543373108,0.9454339742660522,2676.906494140625,2323.093505859375,0.0
189862,237,148,30,random,27.63102149963379,30,0.0,0.8610527515411377,0.8584662675857544,0.8584662675857544,4519.2216796875,480.7783203125,0.0
189865,238,150,30,random,5.552774429321289,30,0.0038766860961914062,0.9507202506065369,0.9469354152679443,0.9508121013641357,4123.15087890625,876.8490600585938,0.0
189862,239,153,30,random,4.677581310272217,30,0.009301483631134033,0.8329889178276062,0.8352882862091064,0.8445897698402405,3651.622802734375,1348.377197265625,0.0
189862,240,155,30,random,4.585663318634033,30,0.010196983814239502,0.8417835831642151,0.825837254524231,0.8360342383384705,3889.9931640625,1110.0067138671875,0.0
189862,241,167,30,random,2.6366939544677734,30,0.07159757614135742,0.8117974400520325,0.7973691821098328,0.8689667582511902,2765.145263671875,2234.854736328125,0.0
189865,242,173,30,random,4.367668628692627,30,0.012680768966674805,0.9434053897857666,0.9396559000015259,0.9523366689682007,4649.76123046875,350.2386779785156,0.0
189862,243,181,30,random,27.63102149963379,30,0.0,0.8639886975288391,0.869397759437561,0.869397759437561,4192.41796875,807.5819091796875,0.0
189865,244,183,30,random,3.7334964275360107,30,0.02390909194946289,0.9341846704483032,0.928616464138031,0.9525255560874939,3821.116455078125,1178.883544921875,0.0
189865,245,187,30,random,27.63102149963379,30,0.0,0.9457305669784546,0.9469607472419739,0.9469607472419739,3215.85595703125,1784.1441650390625,0.0
189862,246,190,30,random,3.2747883796691895,30,0.03782486915588379,0.8372292518615723,0.8341802358627319,0.8720051050186157,4250.7548828125,749.2452392578125,0.0
189862,247,198,30,random,27.63102149963379,30,0.0,0.8462322354316711,0.8601807355880737,0.8601807355880737,3576.80908203125,1423.19091796875,0.0
189862,248,202,30,random,27.63102149963379,30,0.0,0.87760990858078,0.8719286322593689,0.8719286322593689,4650.74853515625,349.25152587890625,0.0
189865,249,204,30,random,27.63102149963379,30,0.0,0.9434685707092285,0.940548837184906,0.940548837184906,3328.9580078125,1671.0421142578125,0.0
189865,250,222,30,random,4.807533264160156,30,0.00816798210144043,0.9433599710464478,0.9408395290374756,0.949007511138916,3891.005126953125,1108.994873046875,0.0
189862,251,227,30,random,3.2423741817474365,30,0.03907102346420288,0.8195439577102661,0.8108223676681519,0.8498933911323547,5018.72998046875,-18.730056762695312,18.730056762695312
189865,252,242,30,random,27.63102149963379,30,0.0,0.9606783390045166,0.948153555393219,0.948153555393219,3819.511962890625,1180.488037109375,0.0
189865,253,194,32,random,5.490602970123291,30,0.004125356674194336,0.9366692304611206,0.9342446327209473,0.9383699893951416,2547.001953125,2452.998046875,0.0
189865,254,45,33,random,4.138298511505127,30,0.01594996452331543,0.9500300884246826,0.9380192756652832,0.9539692401885986,3846.1953125,1153.8045654296875,0.0
189865,255,75,33,random,27.63102149963379,30,0.0,0.937516987323761,0.9525982737541199,0.9525982737541199,2732.441650390625,2267.558349609375,0.0
